?wdx_Source	?sourceName	?intxnLabel	?intxnType	?wdx_Target	?targetName
<http://www.wikidata.org/entity/Q929200>	"Ilicura militaris"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q17586565>	"Miconia tentaculifera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q929479>	"Ateles belzebuth"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5435876>	"Pourouma petiolulata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q930712>	"Dryocopus pileatus"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q931663>	"Stephanophorus diadematus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5434906>	"Myrceugenia myrcioides"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9323342>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q165406>	"Saintpaulia ionantha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q933174>	"Bycanistes brevis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15400052>	"Asteranthe asterias"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q933174>	"Bycanistes brevis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15582461>	"Ellipanthus hemandradenioides"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q933174>	"Bycanistes brevis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q3018022>	"Milicia excelsa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q933174>	"Bycanistes brevis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5436025>	"Psychotria zombamontana"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934165>	"Aglaiocercus coelestis"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5396425>	"Erythrina megistophylla"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934165>	"Aglaiocercus coelestis"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5436250>	"Renealmia sessilifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934165>	"Aglaiocercus coelestis"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5623084>	"Guzmania teuscheri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934165>	"Aglaiocercus coelestis"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q7198798>	"Pitcairnia sodiroi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934542>	"Polytelis swainsonii"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q162822>	"Eucalyptus camaldulensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934586>	"Saguinus geoffroyi"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q1911218>	"Annona spraguei"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934735>	"Sphyrapicus varius"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934735>	"Sphyrapicus varius"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q917187>	"Chamaecyparis obtusa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934735>	"Sphyrapicus varius"^^<http://www.w3.org/2001/XMLSchema#string>	"hemiparasiteOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002237>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934735>	"Sphyrapicus varius"^^<http://www.w3.org/2001/XMLSchema#string>	"parasiteOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002444>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934735>	"Sphyrapicus varius"^^<http://www.w3.org/2001/XMLSchema#string>	"visits"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002618>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q934975>	"Psarocolius montezuma"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15547338>	"Dilodendron elegans"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9352424>	"Orthotrichum affine"^^<http://www.w3.org/2001/XMLSchema#string>	"epiphyteOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0008501>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9352424>	"Orthotrichum affine"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q935453>	"Daldinia concentrica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q147388>	"Cryptomeria japonica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q935453>	"Daldinia concentrica"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q935453>	"Daldinia concentrica"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q935453>	"Daldinia concentrica"^^<http://www.w3.org/2001/XMLSchema#string>	"parasiteOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002444>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q935471>	"Anoplolepis gracilipes"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q144309>	"Roscheria melanochaetes"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q935471>	"Anoplolepis gracilipes"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5459494>	"Mimusops sechellarum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q936498>	"Abies amabilis"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q261309>	"Pinus monticola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q936498>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q261309>	"no name"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q93763>	"Teichospora"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q261309>	"Pinus monticola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q938481>	"Procnias nudicollis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15374466>	"Myrcia glabra"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q938481>	"Procnias nudicollis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5433057>	"Ficus hirsuta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9392055>	"Zygodon viridissimus"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q940808>	"Ortalis ruficauda"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q1535705>	"Dypsis lutescens"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q1247582>	"Swietenia mahagoni"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q12700996>	"Intsia bijuga"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q1377986>	"Quercus lobata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q156907>	"Fraxinus excelsior"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q36071>	"Pistacia vera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q482510>	"Eucalyptus grandis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q909828>	"Shorea robusta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q920344>	"Zelkova serrata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941733>	"Schizophyllum commune"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q890824>	"Juglans californica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q941858>	"Myiophobus fasciatus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5433057>	"Ficus hirsuta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q942223>	"Philepitta schlegeli"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15460911>	"Tricalysia ambrensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q942728>	"Chiroxiphia linearis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15328034>	"Pouteria exfoliata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q942728>	"Chiroxiphia linearis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15553553>	"Ocotea tonduzii"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q942728>	"Chiroxiphia linearis"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15609834>	"Ocotea klotzschiana"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q942878>	"Myiopagis viridicata"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15547338>	"Dilodendron elegans"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q944609>	"Boissonneaua jardini"^^<http://www.w3.org/2001/XMLSchema#string>	"pollinates"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002455>	<http://www.wikidata.org/entity/Q5623084>	"Guzmania teuscheri"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q944938>	"Cacicus solitarius"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5435876>	"Pourouma petiolulata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q945114>	"Poecile rufescens"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q597616>	"Corymbia ficifolia"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q948121>	"Tolmomyias sulphurescens"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q17586565>	"Miconia tentaculifera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q948674>	"Tachyphonus coronatus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15374466>	"Myrcia glabra"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q948674>	"Tachyphonus coronatus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q17586565>	"Miconia tentaculifera"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q948701>	"Penelope jacquacu"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5435876>	"Pourouma petiolulata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q949010>	"Trichys fasciculata"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5434925>	"Myristica maingayi"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q949010>	"Trichys fasciculata"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5436525>	"Sarcotheca monophylla"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q950688>	"Pinus balfouriana"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q1290204>	"Abies magnifica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q950688>	"Pinus balfouriana"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q165091>	"Pinus contorta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q952036>	"Armillaria"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q1377986>	"Quercus lobata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q954655>	"Choristoneura fumiferana"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q1137143>	"Tsuga canadensis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q954655>	"Choristoneura fumiferana"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q261309>	"Pinus monticola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q956166>	"Anartia jatrophae"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q2711745>	"Bartlettina sordida"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q956345>	"Lepilemur mustelinus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15388031>	"Calophyllum milvum"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q956345>	"Lepilemur mustelinus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15608275>	"Cryptocarya pervillei"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q956388>	"Podisus maculiventris"^^<http://www.w3.org/2001/XMLSchema#string>	"interactsWith"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002437>	<http://www.wikidata.org/entity/Q890824>	"Juglans californica"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q956478>	"Pipra erythrocephala"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5435876>	"Pourouma petiolulata"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q957205>	"Satrapa icterophrys"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5433057>	"Ficus hirsuta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q958415>	"Bombus ephippiatus"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q5208908>	"Dahlia imperialis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q958415>	"Bombus ephippiatus"^^<http://www.w3.org/2001/XMLSchema#string>	"visitsFlowersOf"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002622>	<http://www.wikidata.org/entity/Q5208908>	"Dahlia imperialis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9597940>	"Ophioceras"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q917187>	"Chamaecyparis obtusa"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q961141>	"Cactoblastis cactorum"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q966452>	"Opuntia triacantha"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q96249801>	"Junonia grisea"^^<http://www.w3.org/2001/XMLSchema#string>	"eats"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002470>	<http://www.wikidata.org/entity/Q15487649>	"Helianthus exilis"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9643763>	"Stegasta variana"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q909828>	"Shorea robusta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q96471294>	"Hermatomyces indicus"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q163684>	"Phoenix rupicola"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9658849>	"Blastobasis ochromorpha"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q909828>	"Shorea robusta"^^<http://www.w3.org/2001/XMLSchema#string>
<http://www.wikidata.org/entity/Q9658938>	"Blastobasis spermologa"^^<http://www.w3.org/2001/XMLSchema#string>	"hasHost"^^<http://www.w3.org/2001/XMLSchema#string>	<http://purl.obolibrary.org/obo/RO_0002454>	<http://www.wikidata.org/entity/Q3029286>	"Dipterocarpus obtusifolius"^^<http://www.w3.org/2001/XMLSchema#string>
