InputTerm,BestMatch,URI,Comment
gut lumen,lumen of intestine,http://purl.obolibrary.org/obo/UBERON_0018543,
haemocoel,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
haemocoele,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
hair body,hair,http://purl.obolibrary.org/obo/BTO_0001501,
hair head,hair of head,http://purl.obolibrary.org/obo/UBERON_0016446,
head in artery,head blood vessel,http://purl.obolibrary.org/obo/UBERON_0003496,
head kidney,head kidney,http://purl.obolibrary.org/obo/UBERON_0007132,
heart atrial wall,Cardiac Wall,http://purl.obolibrary.org/obo/NCIT_C139201,
heart blood,blood,http://purl.obolibrary.org/obo/UBERON_0000178,
heart chamber,cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0004151,
heart lumen,cavity of cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0035763,
heart rt ventrical,heart ventricle,http://purl.obolibrary.org/obo/BTO_0000862,
heart rt ventricle,heart ventricle,http://purl.obolibrary.org/obo/BTO_0000862,
heart- rt ventricle,heart ventricle,http://purl.obolibrary.org/obo/BTO_0000862,
heart- ventricle,heart ventricle,http://purl.obolibrary.org/obo/BTO_0000862,
heart ventricular lumen,cavity of cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0035763,
hemocoel,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
hemocoel of larva,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
hemocoel of larval stage,coelom,http://purl.obolibrary.org/obo/UBERON_0011997,
hen's egg,"Egg, Poultry",http://purl.obolibrary.org/obo/NCIT_C72064,
hepatic,Hepatic,http://purl.obolibrary.org/obo/NCIT_C13308,
hepatic arterie,hepatic artery,http://purl.obolibrary.org/obo/UBERON_0001193,
hepatic ceca,hepatic cecum,http://purl.obolibrary.org/obo/UBERON_0012474,
hepatic lymph node,Hepatic Lymph Node,http://purl.obolibrary.org/obo/NCIT_C77640,
hepatico-duodenal junction,choledocho-duodenal junction,http://purl.obolibrary.org/obo/UBERON_0015485,
hepatic portal,hepatic portal system,http://purl.obolibrary.org/obo/UBERON_0010194,
hepatic vessel,liver blood vessel,http://purl.obolibrary.org/obo/UBERON_0015796,
hepatopancrea,hepatopancreas,http://purl.obolibrary.org/obo/UBERON_0010264,
hide,hide,http://purl.obolibrary.org/obo/ENVO_02000053,
hindbrain,hindbrain,http://purl.obolibrary.org/obo/UBERON_0002028,
hind foot,pes,http://purl.obolibrary.org/obo/UBERON_0002387,
hind leg,hind leg,http://purl.obolibrary.org/obo/HAO_0000399,
hind quarter- near knee,knee,http://purl.obolibrary.org/obo/UBERON_0001465,
hip,hip,http://purl.obolibrary.org/obo/UBERON_0001464,
hock,tarsal region,http://purl.obolibrary.org/obo/UBERON_0004454,
holdfast,scolex,http://purl.obolibrary.org/obo/UBERON_0015119,
honey stored,honey food product,http://purl.obolibrary.org/obo/FOODON_00001178,
hull,seed coat,http://purl.obolibrary.org/obo/BTO_0001227,
hypaxial muscle,hypaxial musculature,http://purl.obolibrary.org/obo/UBERON_0008777,
ileo-caecal junction,ileocecal junction,http://purl.obolibrary.org/obo/UBERON_0001073,
ileocecal junction,ileocecal junction,http://purl.obolibrary.org/obo/UBERON_0001073,
ileoceocelic junction,ileocecal junction,http://purl.obolibrary.org/obo/UBERON_0001073,
ileocoecal region,Ileocecal Junction,http://purl.obolibrary.org/obo/NCIT_C178001,
ileum in mice,Mouse Ileum,http://purl.obolibrary.org/obo/NCIT_C22525,
iliac arterie,internal iliac artery,http://purl.obolibrary.org/obo/UBERON_0001309,
ilieum,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
ilio-coelic junction,ileocecal junction,http://purl.obolibrary.org/obo/UBERON_0001073,
ilium anterior part,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
illeum,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
illeum nodule,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
illioceacal valve,ileocecal valve,http://purl.obolibrary.org/obo/UBERON_0000569,
imm rt eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,
indeterminate,Indeterminate,http://purl.obolibrary.org/obo/NCIT_C48658,
inferior vena cava,inferior vena cava,http://purl.obolibrary.org/obo/UBERON_0001072,
inner bark,bark,http://purl.obolibrary.org/obo/PO_0004518,
inner lining of gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
inner operculum,calyptra corolla,http://purl.obolibrary.org/obo/PO_0025330,
inner surface operculum,calyptra corolla,http://purl.obolibrary.org/obo/PO_0025330,
inside cupule,cupula,http://purl.obolibrary.org/obo/HAO_0000238,
inside gonad,Gonad Part,http://purl.obolibrary.org/obo/NCIT_C13030,
integument cyst,cyst,http://purl.obolibrary.org/obo/BTO_0000320,
inter abdominally,Abdominal,http://purl.obolibrary.org/obo/NCIT_C25342,
interclavicular air sac,interclavicular air sac,http://purl.obolibrary.org/obo/UBERON_0009063,
internal surface,Internal Surface,http://purl.obolibrary.org/obo/NCIT_C187055,
inter-segmental membrane,intersegmental membrane,http://purl.obolibrary.org/obo/HAO_0000434,
intestinal,Intestinal,http://purl.obolibrary.org/obo/NCIT_C25266,
intestinal cavity,lumen of intestine,http://purl.obolibrary.org/obo/UBERON_0018543,
intestinal content,Intestinal Content,http://purl.obolibrary.org/obo/NCIT_C189653,
intestinal cyst,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
intestinal epitheilium,intestinal epithelium,http://purl.obolibrary.org/obo/UBERON_0001277,
intestinal epithelium,intestinal epithelium,http://purl.obolibrary.org/obo/UBERON_0001277,
intestinal lumen,lumen of intestine,http://purl.obolibrary.org/obo/UBERON_0018543,
intestinal mesenterie,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,
intestinal mucos membrane,gastrointestinal system mucosa,http://purl.obolibrary.org/obo/UBERON_0004786,
intestinal nodule,intestinal lymph node,http://purl.obolibrary.org/obo/UBERON_0037531,
intestinal villi,intestinal villus,http://purl.obolibrary.org/obo/UBERON_0001213,
intestinal wall cyst,wall of intestine,http://purl.obolibrary.org/obo/UBERON_0001262,
intestine ant,Intestine,http://purl.obolibrary.org/obo/NCIT_C12736,
intestine anterior end,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
intestine-colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,
intestine cyst,Intestinal,http://purl.obolibrary.org/obo/NCIT_C25266,
intestine duodenum,duodenum,http://purl.obolibrary.org/obo/UBERON_0002114,
intestine encysted,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
intestine junction,intestinal junction,http://purl.obolibrary.org/obo/UBERON_8410024,
intestine lumen,lumen of intestine,http://purl.obolibrary.org/obo/UBERON_0018543,
intestine mid,small intestine,http://purl.obolibrary.org/obo/UBERON_0002108,
intestine near anus,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
intestine posterior part,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
intetine,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
intradermal,Intradermal,http://purl.obolibrary.org/obo/NCIT_C28213,
intramuscular,Intramuscular,http://purl.obolibrary.org/obo/NCIT_C27974,
intraperitoneal cyst,Intraspinal Cyst,http://purl.obolibrary.org/obo/NCIT_C5590,
intra-uterine,Uterus,http://purl.obolibrary.org/obo/NCIT_C12405,
isthmus region,isthmus of thyroid gland,http://purl.obolibrary.org/obo/UBERON_0001609,
jugular vein- blood,jugular vein,http://purl.obolibrary.org/obo/UBERON_0004711,
just below,Below,http://purl.obolibrary.org/obo/NCIT_C75330,
juv rt eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,
kidney capusle,kidney capillary,http://purl.obolibrary.org/obo/UBERON_0003527,
kidney cyst,Kidney Cyst,http://purl.obolibrary.org/obo/NCIT_C3970,
kidney fat,renal fat pad,http://purl.obolibrary.org/obo/UBERON_0014464,
kidney granuloma,kidney granular cell,http://purl.obolibrary.org/obo/CL_0000648,
kidney vein,renal vein,http://purl.obolibrary.org/obo/UBERON_0001140,
knee,knee,http://purl.obolibrary.org/obo/UBERON_0001465,
koilon of gizzard,gizzard,http://purl.obolibrary.org/obo/UBERON_0005052,
labellum,insect labellum,http://purl.obolibrary.org/obo/BTO_0004197,
lacrimal duct,lacrimal canaliculus,http://purl.obolibrary.org/obo/UBERON_0001770,
lacrimal gland duct,lacrimal canaliculus,http://purl.obolibrary.org/obo/UBERON_0001770,
la flor,flower,http://purl.obolibrary.org/obo/PO_0009046,
la hoja,leaf,http://purl.obolibrary.org/obo/PO_0025034,
la piel,zone of skin,http://purl.obolibrary.org/obo/UBERON_0000014,
la raíz,root,http://purl.obolibrary.org/obo/PO_0009005,
large int,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
larynx,larynx,http://purl.obolibrary.org/obo/UBERON_0001737,
la sangre,blood,http://purl.obolibrary.org/obo/UBERON_0000178,
la savia,plant sap,http://purl.obolibrary.org/obo/PO_0025538,
la semilla,seed,http://purl.obolibrary.org/obo/PO_0009010,
last tergite,tergite,http://purl.obolibrary.org/obo/HAO_0001005,
lateral fruiting,whole plant fruit ripening stage,http://purl.obolibrary.org/obo/PO_0007010,
l@ base of left pectoral fin,pectoral fin base,http://purl.obolibrary.org/obo/UBERON_4300147,
lead,sea-ice lead,http://purl.obolibrary.org/obo/ENVO_01001550,
leaf at shoot tip,shoot tip,http://purl.obolibrary.org/obo/BTO_0000247,
leaf basal,leaf basal to,http://purl.obolibrary.org/obo/FLOPO_0001940,
leaf basal sheath,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,
leaf blade,leaf lamina,http://purl.obolibrary.org/obo/BTO_0000719,
leaf edge,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf esp,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf fragment,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf funnel,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf hair,plant hair,http://purl.obolibrary.org/obo/BTO_0005529,
leaf-litter,plant litter,http://purl.obolibrary.org/obo/ENVO_01000628,
leaf lower,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf lower-mid,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf lower mid-upper,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf lower part,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf mainly on sucker,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf - mainly on vein,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf beside midrib,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf mainly on midrib,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf mainly on young shoot,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf main vein,leaf vein,http://purl.obolibrary.org/obo/BTO_0005515,
leaf mid-rib,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
leaf midrib,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
leaf midrib base,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
leaf midrib of larger leaf,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
leaf -> midrib -> stem,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
leaf -mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf-mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf-mine end of,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf mostly near base,leaf basal to,http://purl.obolibrary.org/obo/FLOPO_0001940,
leaf near base,leaf basal to,http://purl.obolibrary.org/obo/FLOPO_0001940,
leaf near branch tip,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf near end of mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf near vein,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf of soft shoot,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf often near veil,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf old,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf older,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf on witches' broom,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf outside mine,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf petiole,petiole,http://purl.obolibrary.org/obo/PO_0020038,
leaf petiole at base,petiole proximal end,http://purl.obolibrary.org/obo/PO_0008024,
leaf petiole base,petiole proximal end,http://purl.obolibrary.org/obo/PO_0008024,
leaf petiole mine,petiole,http://purl.obolibrary.org/obo/PO_0020038,
leaf petiole pod,petiole,http://purl.obolibrary.org/obo/PO_0020038,
leaf sap,plant sap,http://purl.obolibrary.org/obo/PO_0025538,
leaf several leave,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf sheath basal,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,
leaf-sheath base,leaf base,http://purl.obolibrary.org/obo/PO_0020040,
leaf sheath lower part,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,
leaf sheath usually close to stem base,leaf sheath,http://purl.obolibrary.org/obo/PO_0020104,
leaf stem,stem leaf,http://purl.obolibrary.org/obo/BTO_0005694,
leaf stipule,stipule,http://purl.obolibrary.org/obo/PO_0020041,
leaf sucker shoot,root-borne shoot system,http://purl.obolibrary.org/obo/PO_0004544,
leaf surface,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf terminal,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf then stem,stem leaf,http://purl.obolibrary.org/obo/BTO_0005694,
leaf tip,leaf tip,http://purl.obolibrary.org/obo/BTO_0001814,
leaf-tip,leaf tip,http://purl.obolibrary.org/obo/PO_0025142,
leaf upper,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf usually lower leaf,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf vein axil,leaf vein,http://purl.obolibrary.org/obo/BTO_0005515,
leaf vein esp,leaf vein,http://purl.obolibrary.org/obo/BTO_0005515,
leaf very thin,leaf,http://purl.obolibrary.org/obo/PO_0025034,
leaf young,juvenile leaf,http://purl.obolibrary.org/obo/BTO_0003147,
leaves terminal,leaf vein,http://purl.obolibrary.org/obo/BTO_0005515,
left,left side,http://purl.obolibrary.org/obo/BSPO_0000000,
left below pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
left gill,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
left gill chamber,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
left leg,Left Leg,http://purl.obolibrary.org/obo/NCIT_C176864,
left lung - diaphramatic lobe,left lung lobe,http://purl.obolibrary.org/obo/UBERON_0008951,
left parietal,left parietal lobe,http://purl.obolibrary.org/obo/UBERON_0002802,
left pectoral fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
left side near ant dorsal fin,anterior dorsal fin,http://purl.obolibrary.org/obo/UBERON_4200023,
left ventricle,left ventricle,http://purl.obolibrary.org/obo/BTO_0001629,
leg calf muscle,triceps surae,http://purl.obolibrary.org/obo/UBERON_0001665,
leg connective tissue,leg connective tissue,http://purl.obolibrary.org/obo/UBERON_0003569,
lenses of eye,Lens,http://purl.obolibrary.org/obo/NCIT_C12743,
lert gill chamber,gill,http://purl.obolibrary.org/obo/UBERON_0002535,
lesion,Lesion,http://purl.obolibrary.org/obo/NCIT_C3824,
lf hleg,hind leg,http://purl.obolibrary.org/obo/HAO_0000399,
lg int,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lg intesitne,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lg intestinal ulcer,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
large int,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lg intestine-cloaca,cloaca,http://purl.obolibrary.org/obo/UBERON_0000162,
lg intestine encysted,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lg intestine mucosa,intestinal mucosa,http://purl.obolibrary.org/obo/UBERON_0001242,
lg intestine wash,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lg intestne,large intestine,http://purl.obolibrary.org/obo/UBERON_0000059,
lg-sm int,intestine,http://purl.obolibrary.org/obo/UBERON_0000160,
lg vessels of heart,heart blood vessel,http://purl.obolibrary.org/obo/UBERON_0003498,
liana,whole plant lianescent,http://purl.obolibrary.org/obo/FLOPO_0900035,
ligament,ligament,http://purl.obolibrary.org/obo/UBERON_0000211,
ligamentum nuchae,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,
limb,limb,http://purl.obolibrary.org/obo/UBERON_0002101,
limb fallen,limb,http://purl.obolibrary.org/obo/UBERON_0002101,
line,line,http://purl.obolibrary.org/obo/HAO_0001586,
lip,lip,http://purl.obolibrary.org/obo/UBERON_0001833,
litter leaf,plant litter,http://purl.obolibrary.org/obo/ENVO_01000628,
liver absce,Liver Abscess,http://purl.obolibrary.org/obo/NCIT_C99089,
liver cyst,Hepatic Cyst,http://purl.obolibrary.org/obo/NCIT_C3960,
liver duct,bile duct,http://purl.obolibrary.org/obo/UBERON_0002394,
liver encapsulated,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
liver encysted,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
liver in body cavity,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
liver parenchyma,liver parenchyma,http://purl.obolibrary.org/obo/UBERON_0001280,
liver parenchyma cyst,liver parenchyma,http://purl.obolibrary.org/obo/UBERON_0001280,
liver surface,Visceral Surface of the Liver,http://purl.obolibrary.org/obo/NCIT_C33883,
liver surface cyst,Hepatic Cyst,http://purl.obolibrary.org/obo/NCIT_C3960,
liver surface encysted,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
lower colon,colon,http://purl.obolibrary.org/obo/UBERON_0001155,
lower horny jaw,skeleton of lower jaw,http://purl.obolibrary.org/obo/UBERON_0003278,
lower intestine,ileum,http://purl.obolibrary.org/obo/UBERON_0002116,
lower lip,lower lip,http://purl.obolibrary.org/obo/UBERON_0001835,
lugamentum nuchae,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,
lumen of heart,cavity of cardiac chamber,http://purl.obolibrary.org/obo/UBERON_0035763,
lumen of mid colon,lumen of colon,http://purl.obolibrary.org/obo/UBERON_0007159,
lung arterie,pulmonary arteriole,http://purl.obolibrary.org/obo/UBERON_8600077,
lung bronchi,Lung/Bronchus,http://purl.obolibrary.org/obo/NCIT_C92218,
lung bronchiole,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,
lung cyst,Lung Cyst,http://purl.obolibrary.org/obo/NCIT_C171613,
lung deep tissue,Lung Tissue,http://purl.obolibrary.org/obo/NCIT_C33024,
lung-diaghragmatic lobe,lobe of lung,http://purl.obolibrary.org/obo/UBERON_0000101,
lung imm,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
lung nodule,Pulmonary Nodule,http://purl.obolibrary.org/obo/NCIT_C122407,
lung parenchyma,lung parenchyma,http://purl.obolibrary.org/obo/UBERON_0008946,
lung prarenchyma,lung parenchyma,http://purl.obolibrary.org/obo/UBERON_0008946,
lungs - aveolar space,alveolar,http://purl.obolibrary.org/obo/NCIT_C14155,
lungs encapsulated,pair of lungs,http://purl.obolibrary.org/obo/UBERON_0000170,
lungs small bronchiole,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,
lungs-small bronchiole,respiratory bronchiole,http://purl.obolibrary.org/obo/UBERON_0002188,
lung surface,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
lung tissue,Lung Tissue,http://purl.obolibrary.org/obo/NCIT_C33024,
lung tissue bronchi,bronchus,http://purl.obolibrary.org/obo/UBERON_0002185,
lymph,lymph,http://purl.obolibrary.org/obo/UBERON_0002391,
lymphaticsystem,Lymphatic System,http://purl.obolibrary.org/obo/NCIT_C12746,
lymphatic vessel lf thigh,lymphatic vessel,http://purl.obolibrary.org/obo/UBERON_0001473,
lymph glan,lymph gland,http://purl.obolibrary.org/obo/UBERON_0000029,
lymph gland,lymph node,http://purl.obolibrary.org/obo/BTO_0000784,
lymphnode,lymph node,http://purl.obolibrary.org/obo/BTO_0000784,
lymph node near stomach,abdominal lymph node,http://purl.obolibrary.org/obo/UBERON_0002507,
male catkin sporophyll,sporophyll,http://purl.obolibrary.org/obo/PO_0009026,
mandibular blade,Mandible,http://purl.obolibrary.org/obo/NCIT_C12290,
many tissue,tissue,http://purl.obolibrary.org/obo/UBERON_0000479,
masseter,masseter muscle,http://purl.obolibrary.org/obo/UBERON_0001597,
masseter muscle,masseter muscle,http://purl.obolibrary.org/obo/UBERON_0001597,
maxillary artery,maxillary artery,http://purl.obolibrary.org/obo/UBERON_0001616,
mediastinum,mediastinum,http://purl.obolibrary.org/obo/UBERON_0003728,
membranes of leg,obsolete body membrane,http://purl.obolibrary.org/obo/UBERON_0023869,
mesenteric,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteric arterie,superior mesenteric artery,http://purl.obolibrary.org/obo/BTO_0002303,
mesenteric artery,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,
mesenteric blood vessel,mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0005616,
mesenteric branch,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteric circulation,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteric conn,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteric connective tissue,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteric lymph gland,mesenteric lymph node,http://purl.obolibrary.org/obo/UBERON_0002509,
mesenteric lymph node cyst,Mesenteric Lymph Node,http://purl.obolibrary.org/obo/NCIT_C77641,
mesenteric vein,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,
mesenteric vein lg intestine,mesenteric vein,http://purl.obolibrary.org/obo/UBERON_0005617,
mesenteric venule,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteric vessel,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteries cyst,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteries encysted,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesenteries of sm intestine,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,
mesenteries- sm intestine,mesentery of small intestine,http://purl.obolibrary.org/obo/UBERON_0001170,
mesenteron,anal canal,http://purl.obolibrary.org/obo/UBERON_0000159,
mesentery cyst,Mesenteric,http://purl.obolibrary.org/obo/NCIT_C25226,
mesentery encysted,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
mesentery near liver,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
meserenteric arterie,superior mesenteric artery,http://purl.obolibrary.org/obo/UBERON_0001182,
messentery cyst near gizzard,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
mestentarie,mesentery,http://purl.obolibrary.org/obo/UBERON_0002095,
metasoma,metasoma,http://purl.obolibrary.org/obo/HAO_0000626,
metasome,metasoma,http://purl.obolibrary.org/obo/HAO_0000626,
metasternum,xiphoid process,http://purl.obolibrary.org/obo/UBERON_0002207,
metathorax,insect metathoracic segment,http://purl.obolibrary.org/obo/UBERON_6000019,
mid gut,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
mid-gut,digestive tract,http://purl.obolibrary.org/obo/UBERON_0001555,
mid intestine,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,
mid-intestine,jejunum,http://purl.obolibrary.org/obo/UBERON_0002115,
m left below pect fin,pectoral fin,http://purl.obolibrary.org/obo/UBERON_0000151,
m lf eye,eye,http://purl.obolibrary.org/obo/UBERON_0000970,
mouth cavity,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,
mouth cavity-palate,mouth,http://purl.obolibrary.org/obo/UBERON_0000165,
mouth mucosa,mouth mucosa,http://purl.obolibrary.org/obo/UBERON_0003729,
mouthpart,obsolete mouthpart,http://purl.obolibrary.org/obo/UBERON_0003163,
mouthparts downstream,obsolete mouthpart,http://purl.obolibrary.org/obo/UBERON_0003163,
mouth pouch,cheek pouch,http://purl.obolibrary.org/obo/UBERON_0008802,
m top gill raker,gill raker,http://purl.obolibrary.org/obo/UBERON_2000356,
mucosa,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,
mucosal wall scraping,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,
mucosa swimbladder,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,
mucous membrane,mucosa,http://purl.obolibrary.org/obo/UBERON_0000344,
muscle chamber,muscle organ,http://purl.obolibrary.org/obo/UBERON_0001630,
muscle fascia,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,
muscle fasciae,fascia,http://purl.obolibrary.org/obo/UBERON_0008982,
muscle of stomach,stomach smooth muscle,http://purl.obolibrary.org/obo/UBERON_0004222,
muscles all section,musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
muscles hind leg,leg muscle,http://purl.obolibrary.org/obo/HAO_0001119,
muscles leg,leg muscle,http://purl.obolibrary.org/obo/HAO_0001119,
muscles of thigh,hindlimb stylopod muscle,http://purl.obolibrary.org/obo/UBERON_0004252,
muscle under integument,skin muscle,http://purl.obolibrary.org/obo/UBERON_0004253,
muscle wall encysted,obsolete muscle of body wall,http://purl.obolibrary.org/obo/UBERON_0003896,
muscular,Muscle,http://purl.obolibrary.org/obo/NCIT_C13056,
muscularskeletalsystem,musculoskeletal system,http://purl.obolibrary.org/obo/UBERON_0002204,
muscular stomach,gizzard,http://purl.obolibrary.org/obo/BTO_0000520,
musculature encysted,musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
musculature neck,musculature of neck,http://purl.obolibrary.org/obo/UBERON_0004465,
muscule,musculature,http://purl.obolibrary.org/obo/UBERON_0001015,
mycelial strand,mycelial cord,http://purl.obolibrary.org/obo/FAO_0001006,
myocardium,myocardium,http://purl.obolibrary.org/obo/UBERON_0002349,
nare,pair of nares,http://purl.obolibrary.org/obo/UBERON_0002109,
nares- nasal cavity,Nasal Cavity,http://purl.obolibrary.org/obo/NCIT_C12424,
nasal bulb,olfactory bulb,http://purl.obolibrary.org/obo/UBERON_0002264,
nasal capsule,nasal capsule,http://purl.obolibrary.org/obo/UBERON_0006332,
nasal cavity,nasal cavity,http://purl.obolibrary.org/obo/UBERON_0001707,
nasal discharge,Rhinorrhea,http://purl.obolibrary.org/obo/NCIT_C54282,
nasal gland,gland of nasal mucosa,http://purl.obolibrary.org/obo/UBERON_0012278,
nasal mucosa,nasal cavity mucosa,http://purl.obolibrary.org/obo/UBERON_0001826,
nasal passage,"Nose, Nasal Passages",http://purl.obolibrary.org/obo/NCIT_C13320,
nasal pharyngeal,nasopharynx,http://purl.obolibrary.org/obo/UBERON_0001728,
nasal secretion,Rhinorrhea,http://purl.obolibrary.org/obo/NCIT_C54282,
nasal sinu,paranasal sinus,http://purl.obolibrary.org/obo/UBERON_0001825,
nasal sinuse,paranasal sinus,http://purl.obolibrary.org/obo/UBERON_0001825,
near ground,planetary landmass,http://purl.obolibrary.org/obo/ENVO_01000635,
near liver,liver,http://purl.obolibrary.org/obo/UBERON_0002107,
near lung,lung,http://purl.obolibrary.org/obo/UBERON_0002048,
near midrib,leaf midvein,http://purl.obolibrary.org/obo/PO_0020139,
near testis,testis,http://purl.obolibrary.org/obo/UBERON_0000473,
neck conn,neck,http://purl.obolibrary.org/obo/UBERON_0000974,
neck ligament,nuchal ligament,http://purl.obolibrary.org/obo/UBERON_0000351,
neck muscle,muscle of neck,http://purl.obolibrary.org/obo/UBERON_0002377,
needle,needle,http://purl.obolibrary.org/obo/BTO_0000917,
needle first year,needle,http://purl.obolibrary.org/obo/BTO_0000917,
